TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
317.12,Debit,Fort Worth,Branch,Adult,Doctor,80.0,1.0,14409.74,1
476.63,Debit,Charlotte,ATM,Senior,Retired,115.0,1.0,4894.25,1
156.58,Debit,Portland,Branch,Youth,Student,160.0,1.0,8981.61,0
55.12,Credit,Houston,Online,Youth,Engineer,261.0,1.0,3791.99,2
15.74,Debit,Denver,Branch,Youth,Student,37.99999999999999,1.0,690.16,1
353.68,Debit,Las Vegas,,Senior,Retired,145.0,1.0,6777.12,2
297.15,Debit,Phoenix,Online,Senior,Retired,178.0,1.0,5449.37,0
647.85,Debit,Omaha,Branch,Youth,Doctor,121.0,1.0,13779.97,0
75.04,Debit,El Paso,ATM,Adult,Engineer,178.0,1.0,9648.6,1
273.92,Debit,Virginia Beach,Online,Youth,Student,35.0,1.0,1029.15,0
215.8,Credit,Jacksonville,Branch,Adult,Retired,66.0,1.0,3656.62,2
899.2850000000002,Debit,Louisville,ATM,Adult,Engineer,247.99999999999997,1.0,6710.51,2
420.6,Debit,Louisville,Branch,Youth,Student,55.0,1.0,1778.75,2
688.36,Credit,Memphis,Branch,Youth,Student,22.0,1.0,5191.13,2
285.18,Credit,Sacramento,Branch,Adult,Doctor,150.0,1.0,14847.97,0
213.55,Debit,Boston,ATM,Senior,Doctor,15.0,1.0,5238.37,1
463.11,Credit,Las Vegas,Branch,Adult,Doctor,159.0,1.0,10238.82,2
150.03,Debit,Columbus,ATM,Senior,,176.0,1.0,7491.42,1
211.36,Debit,Fresno,Branch,Adult,Retired,131.0,1.0,2116.36,1
309.56,Debit,Charlotte,Online,Adult,Doctor,147.0,1.0,972.04,1
377.08,Credit,Mesa,Branch,Youth,Student,71.0,1.0,6430.86,2
77.25,Debit,Virginia Beach,Branch,Senior,Doctor,157.0,1.0,14077.97,0
146.92,Debit,Portland,ATM,Senior,Retired,272.0,1.0,3990.6,0
126.6,Debit,San Antonio,Branch,Youth,Student,146.0,1.0,961.6499999999999,0
101.34,Debit,Boston,ATM,Youth,Student,45.99999999999999,1.0,703.2599999999999,1
184.97,Debit,Denver,Branch,Adult,Doctor,268.0,1.0,1156.67,1
451.15,Debit,Colorado Springs,ATM,Adult,Engineer,175.0,1.0,1356.47,1
516.47,Credit,Charlotte,ATM,Youth,Student,94.0,1.0,1305.06,1
880.04,Debit,Sacramento,ATM,Youth,Student,29.000000000000004,1.0,261.97,0
353.69,Debit,San Jose,Online,Adult,Engineer,163.0,1.0,9500.79,0
66.69,Credit,San Antonio,Branch,Youth,Student,140.0,1.0,1210.33,0
95.75,Debit,Los Angeles,Branch,Youth,Engineer,169.0,1.0,337.62,2
43.91,Debit,Albuquerque,Online,Youth,Student,86.0,1.0,4734.110000000001,1
98.03,Debit,El Paso,Branch,Adult,Engineer,165.0,1.0,6323.45,1
617.66,Debit,Boston,ATM,Adult,Engineer,128.0,1.0,7155.95,1
888.57,Debit,San Antonio,Online,Senior,Retired,102.0,1.0,7896.14,0
107.48,Debit,Omaha,Branch,Youth,Student,129.0,1.0,591.2299999999999,0
36.57,Debit,Omaha,ATM,Senior,Retired,69.00000000000001,1.0,2583.07,0
575.62,Debit,Oklahoma City,Online,Adult,Doctor,129.0,1.0,234.40999999999997,2
84.89,Debit,San Jose,ATM,Youth,Engineer,70.0,1.0,4735.61,0
832.3,Credit,Austin,Branch,Senior,Retired,86.0,1.0,4734.110000000001,1
180.65,Debit,Charlotte,Branch,Youth,Student,37.99999999999999,1.0,816.0099999999999,1
7.759999999999999,Credit,Las Vegas,Online,Adult,Retired,84.00000000000001,1.0,7393.11,2
109.3,Debit,Fort Worth,Branch,Adult,Doctor,26.999999999999996,1.0,13510.11,1
230.08,Debit,Austin,Online,Senior,Retired,123.99999999999999,1.0,4466.1,1
361.92,Debit,Detroit,ATM,Adult,Retired,111.0,1.0,7474.31,1
71.29,Debit,Chicago,ATM,Senior,Retired,55.0,1.0,7225.63,1
122.44999999999999,Debit,New York,Branch,Adult,Doctor,98.0,1.0,7255.49,2
642.53,Debit,Mesa,ATM,Senior,Doctor,128.0,1.0,11417.91,2
62.86000000000001,Debit,Houston,Branch,Youth,Student,30.999999999999996,1.0,1040.43,2
175.21,Credit,Mesa,ATM,Senior,Doctor,69.00000000000001,1.0,6039.04,2
168.0,Credit,Tucson,Branch,Youth,Engineer,11.0,1.0,3498.58,0
11.46,Debit,Chicago,Online,Senior,Retired,73.0,1.0,6628.75,1
382.07,Credit,Omaha,Branch,Senior,Doctor,147.0,1.0,10156.09,0
13.48,Debit,Las Vegas,Online,Youth,Student,20.0,1.0,521.88,2
65.32,Debit,Mesa,ATM,Youth,Student,53.99999999999999,1.0,9165.02,2
83.07,Debit,Miami,Branch,Youth,Engineer,291.0,1.0,6704.76,2
730.1,Credit,Chicago,Branch,Senior,Retired,93.0,1.0,6384.05,1
85.31,Debit,Kansas City,ATM,Senior,Retired,26.999999999999996,1.0,6095.65,2
726.61,Debit,Phoenix,ATM,Youth,Student,277.0,1.0,1008.76,0
130.4,Debit,Raleigh,Branch,Adult,Engineer,63.0,1.0,4381.24,0
68.1,Debit,Milwaukee,ATM,Youth,Student,47.0,1.0,1382.8,2
65.26,Debit,Sacramento,Branch,Youth,Student,72.0,1.0,7380.63,0
191.62,Debit,Jacksonville,Branch,Senior,Doctor,51.00000000000001,1.0,1981.6700000000003,2
212.88,Debit,Fresno,Online,Adult,Doctor,122.0,1.0,7036.72,1
88.38,Debit,Virginia Beach,ATM,Youth,Engineer,138.0,1.0,3707.82,0
48.77,,Austin,Online,Adult,Engineer,51.00000000000001,1.0,2040.1600000000003,1
289.1,Debit,Baltimore,ATM,Youth,Student,206.0,1.0,4734.110000000001,1
390.09,Debit,El Paso,Online,Youth,Engineer,49.0,1.0,2617.23,1
48.29,Debit,San Diego,Online,Youth,Engineer,242.0,1.0,8883.4,0
333.83,Debit,Fresno,ATM,Senior,Retired,135.0,1.0,1660.66,1
899.2850000000002,Debit,Portland,Branch,Senior,Retired,79.0,1.0,2011.6,0
100.27,Debit,Miami,Online,Senior,Retired,51.00000000000001,1.0,4309.9,2
44.54,Debit,San Antonio,ATM,Youth,Engineer,164.0,1.0,362.4,0
899.2850000000002,Credit,Phoenix,,Adult,Doctor,40.0,1.0,836.69,0
82.17,Debit,Fort Worth,Branch,Youth,Student,21.000000000000004,1.0,1913.06,1
899.2850000000002,Debit,Baltimore,Online,Youth,Student,150.0,1.0,563.46,1
447.42,Debit,Charlotte,Online,Youth,Engineer,65.0,1.0,6133.22,1
590.26,Credit,Austin,Branch,Youth,Student,48.0,1.0,1068.28,1
192.73,Debit,Milwaukee,Branch,Senior,Retired,157.0,1.0,2037.7499999999998,2
146.01,Debit,San Francisco,Online,Youth,Student,269.0,1.0,221.79,0
136.05,Debit,Atlanta,Online,Youth,Student,63.0,1.0,1127.54,1
11.57,Credit,New York,Branch,Adult,Retired,64.0,1.0,2061.61,2
102.34,Debit,San Antonio,Online,Adult,Doctor,78.0,1.0,4734.110000000001,0
7.820000000000001,Debit,Boston,ATM,Youth,Engineer,273.0,1.0,2240.49,1
79.43,Debit,Dallas,ATM,Senior,Retired,72.0,1.0,6579.37,1
386.97,Debit,Raleigh,Branch,Adult,Retired,137.0,1.0,1876.35,0
51.22,Debit,Fresno,Branch,Youth,Student,82.0,1.0,1664.59,1
256.05,Debit,Nashville,ATM,Adult,Retired,35.0,1.0,6910.18,2
7.79,Debit,Los Angeles,Branch,Youth,Doctor,298.0,1.0,1319.85,2
233.71,Debit,Louisville,Branch,Senior,Doctor,11.0,1.0,6095.5,2
176.37,Debit,Boston,Branch,Adult,Retired,126.0,1.0,2420.86,1
122.62999999999998,Debit,Milwaukee,Branch,Youth,Student,153.0,1.0,359.06,2
86.41,Debit,Fresno,ATM,Senior,Retired,125.0,1.0,3128.71,1
21.57,Debit,San Francisco,ATM,Adult,Retired,71.0,1.0,7587.48,0
82.67,Debit,Milwaukee,Branch,Youth,Student,45.99999999999999,1.0,290.59,2
451.35,Credit,Baltimore,Branch,Adult,Engineer,112.0,1.0,7707.959999999999,1
299.42,Credit,San Jose,Branch,Senior,Retired,53.00000000000001,1.0,4735.41,0
543.47,Debit,Los Angeles,ATM,Youth,Student,122.0,1.0,6165.03,2
346.76,Credit,San Jose,Branch,Youth,Student,116.00000000000001,1.0,1637.75,0
47.48,Debit,El Paso,Branch,Youth,Student,66.0,1.0,585.5199999999999,1
64.92,Debit,Atlanta,Branch,Adult,Engineer,236.0,1.0,5481.76,1
350.72,Credit,Fresno,ATM,Youth,Student,48.0,1.0,1982.8999999999999,1
3.8000000000000003,Debit,Charlotte,Online,Senior,Doctor,174.0,1.0,5766.96,1
22.54,Debit,El Paso,Online,Youth,Engineer,42.00000000000001,1.0,7139.11,1
767.14,Credit,Mesa,Branch,Senior,Retired,37.99999999999999,1.0,4732.57,2
167.47,Debit,Sacramento,ATM,Youth,Engineer,103.0,1.0,2293.13,0
43.65,Credit,Charlotte,Branch,Youth,Engineer,212.0,1.0,2870.67,1
391.08,Debit,Fresno,Online,Adult,,105.0,1.0,6885.16,1
390.77,Debit,Portland,Online,Adult,Doctor,34.0,1.0,5500.56,0
508.15999999999997,Debit,Mesa,ATM,Adult,Engineer,131.0,1.0,5609.44,2
36.76,,Philadelphia,Online,Senior,Retired,107.99999999999999,1.0,1228.93,0
332.33,Debit,Kansas City,ATM,Youth,Student,101.0,1.0,192.63,2
362.09,Debit,New York,Branch,Youth,Engineer,30.999999999999996,1.0,6590.28,2
42.58,Debit,San Jose,Online,Youth,Doctor,80.0,1.0,13485.0,0
122.35,,Atlanta,Branch,Adult,Retired,188.0,1.0,6472.5,1
248.65999999999997,Debit,Chicago,Online,Youth,Engineer,113.0,1.0,2571.39,1
461.25,Credit,Sacramento,Online,Adult,Doctor,171.0,1.0,676.0999999999999,0
61.77000000000001,Debit,Charlotte,Branch,Adult,Doctor,49.0,1.0,12352.2,1
268.92,Debit,Chicago,Branch,Youth,Engineer,148.0,1.0,8765.38,1
303.97,Debit,Fort Worth,Online,Youth,Student,77.0,1.0,1590.88,1
219.02,Credit,San Diego,Online,Adult,Engineer,68.00000000000001,1.0,7375.73,0
125.14,Debit,Baltimore,Branch,Youth,Student,30.999999999999996,1.0,1845.18,1
47.6,Debit,Austin,Online,Adult,Engineer,115.0,1.0,1382.51,1
592.82,Debit,Memphis,Online,Senior,Retired,247.99999999999997,1.0,7508.98,2
372.5,Debit,Nashville,ATM,Youth,Student,211.0,1.0,3901.82,2
4.72,Debit,Fort Worth,Branch,Youth,Engineer,20.0,1.0,4792.01,1
144.93,Debit,Fresno,Branch,Adult,Engineer,74.0,1.0,6887.52,1
316.56,Debit,Denver,Online,Youth,Engineer,261.0,1.0,8643.51,1
9.18,Debit,San Francisco,Online,Youth,,140.0,1.0,887.3199999999999,0
421.25,Debit,Fort Worth,Online,Youth,Student,66.0,1.0,7174.69,1
185.71,Debit,Virginia Beach,Branch,Adult,Engineer,194.0,1.0,2679.91,0
899.2850000000002,Debit,Louisville,Branch,Senior,Retired,138.0,1.0,4315.07,2
26.27,Credit,Portland,Online,Adult,Engineer,177.0,1.0,8853.93,0
297.03,Debit,Austin,Online,Senior,Retired,151.0,1.0,1088.62,1
341.67,Debit,Omaha,Branch,Adult,Retired,96.0,1.0,1442.29,0
99.52,Debit,San Diego,ATM,Adult,Engineer,127.0,1.0,3798.0900000000006,0
881.1,Debit,Phoenix,Branch,Youth,,16.0,1.0,9951.68,0
139.69,Debit,Indianapolis,Online,Adult,Engineer,180.0,1.0,9567.94,2
42.72,Debit,Nashville,ATM,Youth,Engineer,143.0,1.0,4734.110000000001,2
112.72,Debit,Washington,Branch,Youth,Doctor,17.0,1.0,9630.0,0
568.88,Debit,Nashville,Branch,Youth,Student,105.0,1.0,1307.86,2
189.03,Debit,Oklahoma City,ATM,Youth,Student,50.00000000000001,1.0,1916.46,2
199.8,Debit,Detroit,ATM,Youth,Student,163.0,1.0,4734.110000000001,1
189.08,Debit,Miami,Branch,Senior,Doctor,238.0,1.0,10790.8,2
899.2850000000002,Debit,Memphis,Branch,Youth,Engineer,135.0,1.0,9977.49,2
409.59,,Albuquerque,Online,Youth,Doctor,50.00000000000001,1.0,14563.02,1
349.34,Credit,Indianapolis,ATM,Youth,Student,112.0,1.0,614.1399999999999,2
283.15,Debit,Baltimore,Online,Youth,Student,180.0,1.0,603.79,1
151.82,Debit,Chicago,ATM,Adult,Retired,105.0,1.0,2197.12,1
438.59,Debit,San Jose,Online,Youth,Engineer,103.0,1.0,8994.39,0
590.57,Debit,Milwaukee,ATM,Senior,,93.0,1.0,3224.6,2
63.74,Debit,Chicago,Online,Senior,Retired,30.999999999999996,1.0,4336.4,1
77.02,Credit,Miami,Online,Adult,,132.0,1.0,800.8299999999999,2
501.15,Debit,Phoenix,Branch,Adult,Engineer,208.0,1.0,8821.84,0
899.2850000000002,Debit,Kansas City,ATM,Senior,Retired,75.0,1.0,3173.17,2
8.95,Debit,Oklahoma City,Online,Senior,Retired,102.0,1.0,3299.84,2
173.6,Debit,Austin,Online,Youth,Student,160.0,1.0,421.44,1
149.4,Debit,Chicago,ATM,Adult,Retired,123.0,1.0,1035.22,1
388.21,Credit,Columbus,Branch,Adult,Doctor,237.0,1.0,9724.49,1
484.3,Credit,Boston,Online,Senior,Retired,230.0,1.0,7910.300000000001,1
126.04,Credit,Charlotte,Branch,Senior,Retired,167.0,1.0,6041.69,1
52.04,Credit,Colorado Springs,Branch,Adult,Doctor,30.999999999999996,1.0,8436.12,1
389.7,Credit,Austin,Branch,Senior,Doctor,215.99999999999997,1.0,7125.15,1
161.1,Credit,Miami,ATM,Youth,Student,104.0,1.0,239.11999999999998,2
309.77,Credit,San Antonio,Online,Senior,Retired,137.0,1.0,4378.14,0
838.57,Debit,Phoenix,ATM,Adult,Doctor,273.0,1.0,4734.110000000001,0
202.55,Debit,Dallas,ATM,Youth,Student,34.0,1.0,701.7299999999999,1
724.18,Debit,Fort Worth,Branch,Adult,Doctor,134.0,1.0,10922.78,1
124.98,Debit,Washington,ATM,Youth,Student,78.0,1.0,641.9999999999999,0
487.32,Debit,Kansas City,Branch,Adult,Doctor,164.0,1.0,7707.959999999999,2
635.91,Credit,Jacksonville,Branch,Adult,Doctor,78.0,1.0,13267.09,2
205.65,Debit,Houston,Branch,Senior,Retired,144.0,1.0,3582.16,2
39.41,Debit,Louisville,Branch,Youth,Student,132.0,1.0,921.91,2
254.00000000000003,Debit,Nashville,Branch,Youth,Doctor,63.0,1.0,5788.53,2
436.8,Debit,Houston,Branch,Youth,Engineer,213.0,1.0,4515.43,2
224.73,Debit,Miami,Branch,Senior,Retired,63.0,1.0,7551.890000000001,2
752.69,Credit,Dallas,ATM,Senior,Doctor,115.0,1.0,14489.69,1
78.5,Credit,San Jose,Branch,Youth,Doctor,41.0,1.0,13991.5,0
50.0,Credit,Jacksonville,ATM,Adult,Doctor,87.0,1.0,185.87,2
132.42,Debit,Denver,ATM,Youth,Student,164.0,1.0,726.3899999999999,1
11.67,Debit,Fort Worth,Branch,Senior,Retired,105.0,1.0,7458.629999999999,1
83.16,Debit,Los Angeles,ATM,Senior,Retired,177.0,1.0,3065.87,2
149.02,Credit,Fort Worth,Branch,Adult,Engineer,176.0,1.0,9379.72,1
74.27,Credit,Memphis,Online,Adult,Doctor,148.0,1.0,13696.61,2
876.57,Credit,Portland,ATM,Senior,Retired,118.0,1.0,3743.6300000000006,0
615.58,Debit,Jacksonville,ATM,Adult,Doctor,133.0,1.0,14343.0,2
643.03,Credit,Jacksonville,Online,Youth,Engineer,52.00000000000001,1.0,2882.16,2
7.950000000000001,Debit,Phoenix,ATM,Senior,Retired,65.0,1.0,5631.2,0
270.92,Credit,Louisville,Branch,Senior,Retired,143.0,1.0,4574.43,2
499.47999999999996,Debit,Charlotte,ATM,Youth,Student,133.0,1.0,1242.62,1
841.5,Credit,Atlanta,Branch,Youth,Student,287.0,1.0,352.31,1
138.82,Debit,Fort Worth,Online,Senior,Retired,53.00000000000001,1.0,3100.22,1
231.46,Credit,Miami,Branch,Senior,Engineer,83.0,1.0,4707.24,2
292.08,Debit,Columbus,ATM,Senior,Retired,32.0,1.0,7950.48,1
63.98,Debit,Baltimore,Online,Adult,Doctor,258.0,1.0,7954.12,1
235.21,Debit,Boston,Branch,Senior,Doctor,74.0,1.0,5946.61,1
201.73,Debit,Baltimore,Online,Adult,Engineer,78.0,1.0,6650.71,1
161.31,Debit,Nashville,ATM,Youth,Student,13.0,1.0,1268.67,2
18.41,Debit,Atlanta,Branch,Adult,Doctor,168.00000000000003,1.0,8287.54,1
471.75,Credit,San Jose,Branch,Youth,Doctor,41.0,1.0,12948.5,0
290.02,Debit,Milwaukee,Branch,Adult,Engineer,246.0,1.0,4746.71,2
48.05,Debit,New York,Branch,Youth,Engineer,37.99999999999999,1.0,5334.97,2
359.42,Debit,Baltimore,Branch,Adult,Doctor,30.0,1.0,1765.45,1
32.91,Debit,Fort Worth,Online,Youth,Student,255.0,1.0,427.3,1
3.8000000000000003,,Denver,Branch,Senior,Retired,140.0,1.0,6285.39,1
31.81,Debit,Fort Worth,Online,Adult,Retired,149.0,1.0,1406.6,1
220.2,Debit,Boston,Online,Youth,Student,102.0,1.0,1075.15,1
476.03,Credit,Houston,Branch,Senior,Retired,99.0,1.0,5958.34,2
141.91,Debit,Miami,Branch,Youth,Student,49.0,1.0,791.9699999999999,2
95.83,Debit,Washington,Online,Youth,Student,91.0,1.0,1726.4,0
51.15,Credit,Los Angeles,Branch,Adult,Engineer,199.0,1.0,8992.25,2
899.2850000000002,Credit,Jacksonville,,Senior,Retired,103.0,1.0,7816.410000000001,2
50.75,Debit,Boston,ATM,Senior,Doctor,185.0,1.0,8271.47,1
185.07,Debit,Colorado Springs,Branch,Youth,Student,159.0,1.0,636.42,1
293.54,Debit,Sacramento,Online,Adult,Engineer,45.0,1.0,2290.1,0
23.38,Debit,Memphis,Branch,Youth,Engineer,112.0,1.0,9968.49,2
285.26,Debit,Atlanta,ATM,Youth,Student,93.0,1.0,167.72,1
129.48,Debit,Seattle,ATM,Youth,Engineer,179.0,1.0,7581.7,0
743.03,Debit,New York,ATM,Adult,Engineer,174.0,1.0,4111.38,2
297.86,Credit,Milwaukee,ATM,Youth,Student,96.0,1.0,1680.14,2
231.92,Debit,Indianapolis,ATM,Senior,Doctor,12.0,1.0,5715.08,2
295.82,Credit,Chicago,Branch,Adult,Engineer,45.99999999999999,1.0,5897.73,1
302.86,,Los Angeles,Online,Adult,Doctor,275.0,1.0,5239.24,2
81.08,Debit,Omaha,ATM,Adult,Engineer,56.0,1.0,7788.910000000001,0
775.6,Credit,Mesa,Branch,Senior,Retired,158.0,1.0,3898.6400000000003,2
178.43,Debit,Baltimore,Branch,Youth,Student,136.0,1.0,1214.93,1
211.91,Debit,Indianapolis,Online,Youth,Student,181.0,1.0,927.4699999999999,2
17.21,Debit,Omaha,Online,Youth,Student,219.0,1.0,914.16,0
124.22,Debit,Charlotte,ATM,Youth,Student,172.0,1.0,9695.04,1
38.37,Debit,San Antonio,ATM,Senior,Doctor,135.0,1.0,8647.04,0
269.79,Debit,San Jose,ATM,Adult,Engineer,17.0,1.0,1292.1,0
605.42,Debit,Mesa,ATM,Youth,Student,33.0,1.0,392.34,2
211.36,Debit,Austin,ATM,Senior,Engineer,40.0,1.0,9877.17,1
29.19,Credit,Nashville,Branch,Adult,Doctor,41.0,1.0,12059.85,2
701.7,Credit,Seattle,Online,Senior,Retired,64.0,1.0,6643.24,0
862.34,Debit,Kansas City,Branch,Adult,Doctor,72.0,1.0,9903.48,2
410.97,Debit,Los Angeles,,Youth,Student,45.0,1.0,151.42,2
36.97,Debit,Virginia Beach,Branch,Adult,Engineer,79.0,1.0,2850.92,0
137.59,Debit,Nashville,ATM,Youth,Doctor,95.0,1.0,10679.67,2
168.11,Credit,New York,Online,Adult,Doctor,12.0,1.0,10652.13,2
430.98,Debit,Baltimore,Branch,Youth,Student,93.0,1.0,569.25,1
13.87,Debit,Phoenix,Branch,Youth,Student,20.0,1.0,954.83,0
642.68,Debit,Jacksonville,ATM,Senior,Retired,66.0,1.0,1831.2,2
175.07,Debit,Las Vegas,Online,Youth,Engineer,169.0,1.0,9274.64,2
302.82,Debit,Jacksonville,ATM,Youth,Engineer,175.0,1.0,9384.54,2
899.2850000000002,Debit,,ATM,Senior,Retired,52.00000000000001,1.0,1483.84,0
406.81,Debit,New York,Online,Senior,Retired,84.00000000000001,1.0,1968.3600000000001,2
256.3,Debit,New York,Online,Adult,Retired,172.0,1.0,4203.05,2
80.96,Credit,Jacksonville,Online,Youth,Student,97.0,1.0,959.9399999999999,2
95.78,Debit,Atlanta,Online,Youth,Student,26.999999999999996,1.0,271.64,1
379.54,Credit,Indianapolis,Branch,Adult,Doctor,118.0,1.0,12571.76,2
899.2850000000002,Debit,El Paso,Online,Youth,Student,65.0,1.0,8627.08,1
142.19,Debit,Houston,Branch,Youth,Student,26.999999999999996,1.0,524.46,2
847.45,Debit,Jacksonville,Branch,Youth,Student,175.0,1.0,422.32,2
295.18,Credit,Dallas,Branch,Senior,Doctor,30.999999999999996,1.0,12961.53,1
18.46,Debit,Charlotte,Branch,Senior,Retired,213.0,1.0,6381.6,1
603.23,Debit,Detroit,Branch,Youth,Student,48.0,1.0,117.98000000000002,1
54.5,Credit,Philadelphia,Branch,Adult,Retired,147.0,1.0,1715.22,0
414.77,Debit,San Francisco,Online,Youth,Doctor,274.0,1.0,5599.81,0
886.19,Debit,Colorado Springs,Branch,Senior,Retired,69.00000000000001,1.0,7904.240000000001,1
440.03,Debit,San Jose,Online,Adult,Engineer,88.0,1.0,1490.44,0
211.36,Debit,Nashville,ATM,Adult,Retired,285.0,1.0,1532.72,2
76.39,Debit,Denver,Branch,Youth,Student,219.0,1.0,5976.0,1
595.91,Credit,San Antonio,ATM,Youth,Student,162.0,1.0,1673.76,0
6.03,Debit,Chicago,Branch,Senior,Retired,70.0,1.0,3290.72,1
249.34,Debit,Charlotte,ATM,Youth,Engineer,197.0,1.0,3030.97,1
421.52,Debit,San Jose,Branch,Youth,Student,67.0,1.0,369.86,0
189.77,Debit,Raleigh,Branch,Adult,Engineer,24.0,1.0,6570.36,0
73.19,Debit,Atlanta,Branch,Senior,Retired,213.0,1.0,2264.98,1
188.13,Credit,Jacksonville,Online,Senior,Retired,198.0,1.0,5029.87,2
30.52,Debit,Jacksonville,Branch,Senior,Doctor,122.0,1.0,12327.74,2
899.2850000000002,Credit,San Jose,Branch,Youth,Student,118.0,1.0,420.25,0
899.2850000000002,Debit,Oklahoma City,Online,Adult,Doctor,150.0,1.0,6499.53,2
170.24,Debit,San Francisco,Branch,Senior,Retired,133.0,1.0,5172.99,0
56.62,Debit,Austin,Branch,Adult,Doctor,121.0,1.0,8981.1,1
53.14,Debit,Las Vegas,ATM,Youth,Doctor,70.0,1.0,7914.999999999999,2
587.23,Debit,Omaha,Online,Youth,Student,144.0,1.0,500.84,0
211.36,Debit,Phoenix,Branch,Adult,Doctor,75.0,1.0,13784.4,0
21.27,Credit,Indianapolis,Online,Senior,Retired,114.0,1.0,7392.79,2
899.2850000000002,Credit,Austin,ATM,Youth,Student,144.0,1.0,1134.79,1
76.02,Credit,Albuquerque,Online,Youth,Doctor,189.0,1.0,14765.41,1
170.19,Credit,Los Angeles,Branch,Youth,Student,156.0,1.0,4734.110000000001,2
155.51,Debit,Raleigh,ATM,Senior,Doctor,15.0,1.0,5360.19,0
135.15,Debit,Colorado Springs,Online,Senior,Retired,50.00000000000001,1.0,5878.14,1
39.48,Debit,Omaha,ATM,Adult,Retired,37.99999999999999,1.0,5889.51,0
451.68,Debit,Houston,Online,Youth,Engineer,15.0,1.0,4381.54,2
19.11,Credit,Colorado Springs,Online,Adult,Engineer,160.0,1.0,8478.46,1
355.0,Credit,Fort Worth,Online,Youth,Student,33.0,1.0,185.47,1
427.69,Debit,Raleigh,ATM,Adult,Engineer,236.0,1.0,2443.54,0
254.86,Debit,Boston,Branch,Youth,Student,102.0,1.0,699.8999999999999,1
19.48,Debit,Dallas,ATM,Youth,Engineer,114.0,1.0,4739.59,1
190.17,Debit,Baltimore,ATM,Adult,Doctor,265.0,1.0,12893.85,1
91.38,Debit,Jacksonville,ATM,Adult,Retired,179.0,1.0,2402.58,2
206.63,Credit,Oklahoma City,Online,Adult,Retired,128.0,1.0,7626.53,2
93.22,Debit,Charlotte,Online,Adult,Retired,52.00000000000001,1.0,1014.6300000000001,1
547.98,Debit,Oklahoma City,ATM,Youth,Student,171.0,1.0,1358.54,2
641.06,Debit,Colorado Springs,ATM,Youth,Student,25.000000000000004,1.0,1602.13,1
314.55,Credit,Dallas,Branch,Youth,Student,18.999999999999996,1.0,1105.89,1
836.45,Debit,Virginia Beach,Online,Senior,Retired,63.0,1.0,1731.89,0
899.2850000000002,Debit,San Francisco,ATM,Youth,Engineer,52.00000000000001,1.0,8692.47,0
189.45,Credit,Boston,Branch,Adult,Doctor,61.99999999999999,1.0,12578.75,1
91.84,Credit,Mesa,Branch,Senior,Retired,80.0,1.0,1712.41,2
609.52,Debit,Washington,ATM,Senior,Retired,169.0,1.0,3485.03,0
859.3,Credit,Colorado Springs,Branch,Senior,Retired,68.00000000000001,1.0,1146.78,1
100.01,Debit,Philadelphia,ATM,Adult,Doctor,63.0,1.0,6393.12,0
28.78,Credit,Tucson,Online,Adult,Doctor,51.00000000000001,1.0,680.5499999999998,0
111.08,Debit,Chicago,Online,Senior,Doctor,83.0,1.0,7037.34,1
470.96,Credit,Indianapolis,Online,Senior,Doctor,123.99999999999999,1.0,12991.03,2
52.23,Credit,San Francisco,Branch,Youth,Student,96.0,1.0,105.01,0
78.62,Debit,Oklahoma City,Branch,Youth,Doctor,52.00000000000001,1.0,1360.85,2
47.79,Debit,Denver,Branch,Youth,Student,37.0,1.0,1649.92,1
333.97,Debit,Fresno,Branch,Adult,Doctor,45.0,1.0,5237.36,1
30.87,Debit,Fresno,ATM,Youth,Doctor,295.0,1.0,14348.65,1
710.43,Debit,San Diego,Online,Senior,Retired,115.0,1.0,5625.55,0
220.23,Debit,Milwaukee,ATM,Adult,Engineer,48.0,1.0,3438.02,2
27.28,Debit,Atlanta,ATM,Youth,Doctor,96.0,1.0,10668.24,1
101.52,Debit,Tucson,ATM,Adult,Engineer,98.0,1.0,2018.9000000000003,0
162.65,Debit,New York,ATM,Adult,Engineer,147.0,1.0,9500.95,2
10.52,Debit,Kansas City,ATM,Adult,Retired,30.0,1.0,2472.99,2
270.72,Debit,Los Angeles,Branch,Youth,Doctor,37.0,1.0,6522.47,2
202.34,Debit,New York,Online,Youth,Student,134.0,1.0,4734.110000000001,2
247.58,Debit,San Antonio,ATM,Adult,Engineer,151.99999999999997,1.0,778.74,0
686.17,Debit,Denver,ATM,Senior,Retired,112.0,1.0,2246.15,1
359.65,Credit,Jacksonville,Online,Youth,Student,289.0,1.0,219.53,2
109.91,Debit,Seattle,Branch,Youth,Doctor,90.0,1.0,12896.06,0
215.72,Credit,Columbus,Branch,Youth,Engineer,137.0,1.0,8697.11,1
490.76,Debit,Columbus,Online,Senior,Retired,156.0,1.0,6414.11,1
224.28,Debit,Chicago,Online,Senior,Retired,68.00000000000001,1.0,5767.51,1
614.03,Debit,Dallas,ATM,Senior,Retired,51.00000000000001,1.0,4734.110000000001,1
608.79,Debit,Fort Worth,Online,Adult,Engineer,157.0,1.0,2991.17,1
186.55,Debit,Philadelphia,Branch,Adult,Engineer,288.0,1.0,4734.110000000001,0
840.16,Credit,Colorado Springs,Branch,Youth,Student,68.00000000000001,1.0,1236.76,1
